character_name,dialogue
PETTIGREW,"Sweet, clever girl! Surely you won't..."
LUPIN,Get away from her!
SIRIUS,"I don't know if you know, Harry but when you were born, James and Lily made me your godfather."
Harry Potter,I know.
SIRIUS,I can understand if you choose to stay with your aunt and uncle but if you ever wanted a different home...
Harry Potter,What? Come and live with you?
SIRIUS,It's just a thought.
SIRIUS,I can understand if you don't want to.
Hermione Granger,Harry!
SIRIUS,"Remus, my old friend."
SIRIUS,Have you taken your potion tonight?
SIRIUS,"You know the man you truly are, Remus!"
SIRIUS,This heart is where you truly live! Here!
SIRIUS,This flesh is only flesh!
Harry Potter,Expelliarmus!
Hermione Granger,Harry!
SIRIUS,Remus! Remus!
SIRIUS,Run! Run!
Harry Potter,Come on.
Hermione Granger,Wait. Wait.
Ron Weasley,Hermione! Bad idea. Bad idea.
Hermione Granger,Professor? Professor Lupin?
Ron Weasley,Nice doggy. Nice doggy!
Severus Snape,"There you are, Potter!"
Harry Potter,Sirius!
Severus Snape,"Come back here, Potter!"
Harry Potter,Sirius!
Harry Potter,No. Sirius!
Harry Potter,Expecto Patronum!
Hermione Granger,Harry?
Harry Potter,I saw my dad.
Hermione Granger,What?
Harry Potter,He sent the dementors away.
Harry Potter,I saw him across the lake.
Hermione Granger,"Listen Harry, they've captured Sirius."
Hermione Granger,Any minute the dementors are gonna perform the Kiss.
Harry Potter,They're gonna kill him?
Hermione Granger,No. It's worse.
Hermione Granger,Much worse.
Hermione Granger,They're going to suck out his soul.
Hermione Granger,"Headmaster, you've got to stop them."
Hermione Granger,They've got the wrong man.
Harry Potter,It's true sir. Sirius is innocent.
Ron Weasley,It's Scabbers who did it.
Albus Dumbledore,Scabbers?
Ron Weasley,"He's my rat, sir."
Ron Weasley,He's not really a rat. He was a rat.
Ron Weasley,He was my brother Percy's rat.
Ron Weasley,But then they gave him an owl...
Hermione Granger,"The point is, we know the truth."
Hermione Granger,Please believe us.
Albus Dumbledore,"I do, Miss Granger."
Albus Dumbledore,But the word of three 13-year-old wizards will convince few others.
Albus Dumbledore,"A child's voice, however honest and true is meaningless to those who have forgotten how to listen."
Albus Dumbledore,"Mysterious thing, time."
Albus Dumbledore,"Powerful and when meddled with, dangerous."
Albus Dumbledore,Sirius Black is in the topmost cell of the Dark Tower.
Albus Dumbledore,"You know the laws, Miss Granger"
Albus Dumbledore,You must not be seen.
Albus Dumbledore,"And you would do well, I feel, to return before this last chime."
Albus Dumbledore,"If not, the consequences are too ghastly to discuss."
Albus Dumbledore,If you succeed tonight more than one innocent life may be spared.
Albus Dumbledore,"Three turns should do it, I think."
Albus Dumbledore,"Oh, and by the way."
Albus Dumbledore,"When in doubt, I find retracing my steps to be a wise place to begin."
Albus Dumbledore,Good luck.
Ron Weasley,What the bloody hell was that all about?
Hermione Granger,"Sorry, Ron, but seeing as you can't walk..."
Harry Potter,What just happened?
Harry Potter,Where's Ron?
Hermione Granger,07:30. Where were we at 7:30?
Harry Potter,I don't know. Going to Hagrid's?
Hermione Granger,Come on. And we can't be seen.
Harry Potter,Hermione!
Harry Potter,"Hermione! Hermione, wait."
Harry Potter,"Hermione, will you please tell me what it is we're doing?"
Draco Malfoy,Come to see the show?
Hermione Granger,"You! You foul, loathsome,evil little cockroach!"
Harry Potter,That's us.
Ron Weasley,"Hermione, no! He's not worth it."
Harry Potter,This is not normal.
Hermione Granger,"This is a Time-Turner, Harry."
Hermione Granger,McGonagall gave it to me first term.
Hermione Granger,This is how I've been getting to my lessons all year.
Harry Potter,You mean we've gone back in time?
Hermione Granger,Yes.
Hermione Granger,Dumbledore obviously wanted us to return to this moment.
Hermione Granger,"Clearly, something happened he wants us to change."
Harry Potter,Good punch.
Hermione Granger,Thanks.
Hermione Granger,Malfoy's coming.
GOYLE,Run.
Draco Malfoy,"Not a word to anyone, understood?"
Draco Malfoy,I'm gonna get that jumped-up mudblood! Mark my words.
Hermione Granger,That felt good.
Ron Weasley,"Not good, brilliant."
Harry Potter,Come on. We should be at Hagrid's.
Harry Potter,Look. Buckbeak's still alive.
Hermione Granger,Of course.
Hermione Granger,Remember what Dumbledore said?
Hermione Granger,"If we succeed, more than one innocent life could be spared."
Hermione Granger,Let's go.
Harry Potter,Here they come. I'd better hurry.
Hermione Granger,Fudge has to see Buckbeak before we steal him.
Hermione Granger,"Otherwise, he'll think Hagrid set him free."
Ron Weasley,"Scabbers, you're alive!"
Rubeus Hagrid,Keep a closer eye on your pet.
Harry Potter,That's Pettigrew.
Hermione Granger,"Harry, you can't."
Harry Potter,Hermione that's the he betrayed my parents.
Harry Potter,You don't expect me to sit here.
Hermione Granger,"Yes, and you must!"
Hermione Granger,"Harry, you're in Hagrid's hut now."
Hermione Granger,"If you go bursting in, you'll think you've gone mad."
Hermione Granger,Awful things happen to wizards who meddle with time Harry.
Hermione Granger,We can't be seen.
Hermione Granger,Fudge is coming.
Hermione Granger,And we aren't leaving?
Hermione Granger,Why aren't we leaving?
Harry Potter,Are you mad?
Harry Potter,That hurt.
Hermione Granger,Sorry.
Hermione Granger,We're coming out the back door. Go!
Hermione Granger,Is that really what my hair looks like from the back?
Harry Potter,What?
Hermione Granger,I thought I just saw… Never mind.
Ron Weasley,Let's go.
Hermione Granger,"Okay, go, Harry. Go!"
Harry Potter,Get away. Get off.
Albus Dumbledore,"Minister, I really think I should sign as well."
FUDGE,"Yes, very well. Perhaps it would be..."
Harry Potter,"Okay, Buckbeak. Come quickly. "
Harry Potter,Come with us now. Come on.
Hermione Granger,Keep trying. Come on. Quickly.
Harry Potter,Buckbeak. Okay?
Harry Potter,Quickly. Hurry up. Okay?
FUDGE,Your name only.
Albus Dumbledore,It's such a very long name...
Harry Potter,"Hurry up now, Buckbeak, okay?"
Hermione Granger,"Come on. Come on, Buckbeak."
Hermione Granger,Come and get the nice dead ferret.
Hermione Granger,"Come on. It's here. Come on, Beaky."
Albus Dumbledore,"Here we are, minister. Follow me."
Albus Dumbledore,"Now, look there."
FUDGE,Where?
Albus Dumbledore,Look beyond the rocks.
FUDGE,What am I supposed to see?
Albus Dumbledore,Professor Dippet had that ling planted when he was headmaster.
FUDGE,"Oh, yes. Indeed, indeed."
Albus Dumbledore,And all the strawberries.
Hermione Granger,"Come on, Buckbeak. Come on."
FUDGE,I see no strawberries.
Albus Dumbledore,Over there.
FUDGE,Where?
Albus Dumbledore,Over there.
Harry Potter,This way.
FUDGE,"Let's get this over, please."
Albus Dumbledore,All right.
FUDGE,But where is it?
FUDGE,"I saw the beast, just now."
FUDGE,Not a moment ago!
Albus Dumbledore,How extraordinary.
Rubeus Hagrid,Buckbeak.
FUDGE,"Come now, Dumbledore."
FUDGE,Someone's obviously released him.
FUDGE,Hagrid?
Hermione Granger,Buckbeak.
Albus Dumbledore,I don't think the minister's suggesting you had anything to do with this.
Albus Dumbledore,"Afterall, How could you?"
Albus Dumbledore,You've been with us all the time.
Rubeus Hagrid,Right.
FUDGE,"Well, well."
FUDGE,We must search the grounds.
Albus Dumbledore,"Well, search the skies, if you must, minister."
Albus Dumbledore,"Meanwhile, I'd like a nice cup of tea or a large brandy."
Albus Dumbledore,"Oh, executioner, your services are no longer required."
Albus Dumbledore,Thank you.
Rubeus Hagrid,"You'll find no small glasses in this house, professor."
Hermione Granger,Come on.
Harry Potter,This way.
Harry Potter,"This way, now."
Harry Potter,Now what?
Hermione Granger,We save Sirius.
Harry Potter,How?
Hermione Granger,No idea.
Hermione Granger,Look. It's Lupin.
LUPIN,Immobulus!
Hermione Granger,And Snape's coming.
Harry Potter,And now we wait.
Hermione Granger,And now we wait.
Hermione Granger,At least someone's enjoying himself.
Harry Potter,Yeah.
Harry Potter,Hermione?
Hermione Granger,Yeah?
Harry Potter,"Before, down by the lake, when I was with Sirius I did see someone."
Harry Potter,That someone made the dementors go away.
Hermione Granger,With a Patronus.
Hermione Granger,I heard Snape telling Dumbledore.
Hermione Granger,According to him only a really powerful wizard could have conjured it.
Harry Potter,It was my dad.
Harry Potter,It was my dad conjured the Patronus.
Hermione Granger,"Harry, but your dad's..."
Harry Potter,Dead. I know.
Harry Potter,I'm just telling you what I saw.
Hermione Granger,Here we come.
Harry Potter,You see Sirius talking to me there?
Harry Potter,He's asking me to come live with him.
Hermione Granger,That's great.
Harry Potter,"When we free him, I'll never have to go back to the Dursleys'."
Harry Potter,It'll just be me and him.
Harry Potter,We could live in the country someplace you can see the sky.
Harry Potter,He'll like that after all those years in Azkaban.
Hermione Granger,Harry!
SIRIUS,Run! Run!
Harry Potter,Let's go.
Harry Potter,What are you doing?
Hermione Granger,Saving your life.
Harry Potter,Thanks.
Harry Potter,Great. Now he's coming for us.
Hermione Granger,"Yeah, I didn't think about that. Run!"
Hermione Granger,That was so scary.
Harry Potter,Poor Professor Lupin's having a really tough night.
Harry Potter,Sirius. Come on!
Hermione Granger,This is horrible.
Harry Potter,Don't worry.
Harry Potter,My dad will come.
Harry Potter,He'll conjure the Patronus.
Harry Potter,Any minute now.
Harry Potter,Right there. You'll see.
Hermione Granger,"Harry, listen to me."
Hermione Granger,No one's coming.
Harry Potter,"Don't worry, he will."
Harry Potter,He will come.
Harry Potter,Sirius.
Hermione Granger,You're dying both of you.
Hermione Granger,Harry!
Harry Potter,Expecto Patronum!
Harry Potter,"You were right, Hermione."
Harry Potter,It wasn't my dad I saw earlier. It was me!
Harry Potter,I saw myself conjuring the Patronus before.
Harry Potter,"I knew I could do it this time because well, I had already done it."
Harry Potter,Does that make sense?
Hermione Granger,No. But I don't like flying...!
Hermione Granger,Bombarda!
SIRIUS,I'll be forever grateful for this to both of you.
Harry Potter,I want to go with you.
SIRIUS,"One day, perhaps."
SIRIUS,"For some time, my life will be too unpredictable."
SIRIUS,And besides you're meant to be here.
Harry Potter,But you're innocent.
SIRIUS,And you know it.
SIRIUS,"And for now, that will do."
SIRIUS,I expect you're tired of hearing this but you look so like your father.
SIRIUS,Except your eyes. You have...
Harry Potter,My mother's eyes.
SIRIUS,"It's cruel that I spent so much time with James and Lily, and you so little."
SIRIUS,But know this: The ones that love us never really leave us.
SIRIUS,And you can always find them in here.
SIRIUS,You really are the brightest witch of your age.
Hermione Granger,We have to go.
Albus Dumbledore,Well?
Harry Potter,He's free. We did it.
Albus Dumbledore,Did what?
Albus Dumbledore,Good night.
Ron Weasley,How did you get there?
Ron Weasley,I was talking to you there.
Ron Weasley,And now you're there.
Hermione Granger,"What's he talking about, Harry?"
Harry Potter,I don't know.
Harry Potter,"Honestly, Ron. How can somebody be in two places at once?"
LUPIN,"Hello, Harry."
LUPIN,I saw you coming.
LUPIN,"I've looked worse, believe me."
Harry Potter,You've been sacked.
LUPIN,"No. No. I resigned, actually."
Harry Potter,Resigned? Why?
LUPIN,"Well, it seems that somebody let slip the nature of my condition."
LUPIN,"This time tomorrow, the owls will start arriving and parents will not want well, someone like me teaching their children."
Harry Potter,But Dumbledore...
LUPIN,Dumbledore has already risked enough on my behalf.
LUPIN,"Besides, people like me are..."
LUPIN,"Well, let's just say that I'm used to it by now."
LUPIN,"Why do you look so miserable, Harry?"
Harry Potter,None of it made any difference.
Harry Potter,Pettigrew escaped.
LUPIN,Didn't make any difference?
LUPIN,"Harry, It made all the difference in the world."
LUPIN,You uncovered the truth.
LUPIN,You saved an innocent man from a terrible fate.
LUPIN,It made a great deal of difference.
LUPIN,If I am proud of anything it is of how much you have learned this year.
LUPIN,"Now, since I am no longer your teacher I feel no guilt whatsoever about giving this back to you."
LUPIN,"So now I'll say goodbye, Harry."
LUPIN,I feel sure we'll meet again sometime.
LUPIN,Until then mischief managed.
Ron Weasley,"Stand back, I said! Or I'll take it upstairs if you don't settle."
NEVILLE,Harry.
NEVILLE,Wherever did you get it?
SEAMUS,"Can I have a go, Harry?"
SEAMUS,"After you, of course."
Harry Potter,What are you talking about?
Ron Weasley,Quiet.
Ron Weasley,Let the man through.
Ron Weasley,"I didn't mean to open it, Harry."
Ron Weasley,It was badly wrapped.
Ron Weasley,They made me do it.
FRED & GEORGE,Did not.
GEORGE,It's a Firebolt.
FRED,It's the fastest broom in the world.
Harry Potter,For me?
Harry Potter,But who sent it?
Ron Weasley,No one knows.
Hermione Granger,This came with it.
BOY 1,"Go on, Harry!"
BOY 2,"Yeah, let's see."
Hermione Granger,"How fast is it, Harry?"
Harry Potter,Lumos.
Harry Potter,I solemnly swear that I am up to no good.
Harry Potter,Mischief managed.
Harry Potter,Nox.
